7276
3100,7763,3108,4237,1621,8173,8992,3772,7882,1162
8385,7214,6456,5256,2194,1839,2567,177,76,3188
4550,1826,2299,4469,8816,110,5149,4646,7127,446
9060,1023,231,1449,700,7618,9901,7406,1986,3379
9035,1728,9234,3733,798,2848,8783,6222,6178,9862
4146,3546,3507,3671,4096,8678,7635,5416,4867,9430
8807,4128,6883,4973,7880,3908,4408,9298,8658,2073
5074,8682,3656,7770,4730,5501,4742,3475,3844,288
7249,9408,7582,97,4754,8536,9495,5574,7097,7643
6375,3072,7738,1563,3851,5385,7536,6664,3828,4782
5725,5712,746,1849,1110,9426,2953,3099,3660,4672
2286,7147,2415,9177,561,8964,1333,358,5853,9852
4551,9641,5618,5183,1761,4416,5774,7051,8174,3696
4650,3558,3783,6690,3418,1100,6706,4595,8550,2629
2406,8482,7867,3657,2619,9341,9607,6531,3887,295
9555,5249,187,6103,7308,6460,654,2769,620,5505
5632,833,2107,9462,7087,2061,1238,8297,3534,1093
1654,8999,7557,3034,1568,2643,4369,2801,198,6964
4270,9569,6240,5742,3854,5236,9657,8584,4122,8588
3271,7186,7980,1099,6152,6742,6026,9750,9748,4717
3897,8857,3568,6890,7479,832,3015,1309,1066,5717
5521,6175,6916,3326,2672,2697,8551,9899,8539,4003
2127,790,1091,3239,6254,1092,8891,3703,5305,6370
3068,5798,1758,3267,8742,4357,6628,8369,9689,7841
9194,7888,3926,5892,2816,1296,867,1344,1152,8402
1432,3866,2715,2088,5500,5222,5251,7474,4911,8641
3001,9702,9609,6074,1396,5526,2578,570,6526,8852
9049,3877,5248,2351,8258,6230,9439,3566,8434,2246
6612,3036,337,6016,3286,8440,9114,1200,2199,2525
3006,2323,3784,2759,7782,9606,2938,7261,2359,6455
6648,100,6617,9672,9344,8340,2038,8331,6147,8847
929,1541,5696,4621,1088,2124,9496,9804,9510,2947
6570,2881,2528,7778,4947,9123,1771,2383,3865,291
6396,3346,9816,4810,8864,1859,4927,1893,3283,6866
8889,5346,4338,5112,5212,4716,1456,1852,975,4616
47,2123,8332,5577,5330,3749,7289,5499,8425,7597
9985,2946,3348,808,2583,1543,336,1471,1951,9603
5679,6750,6095,8950,1954,3702,6243,3533,5581,1885
7549,6591,8427,7979,2451,9931,2126,6548,422,7766
3263,7688,7008,3552,8295,5874,4049,5379,484,4191
2119,6182,3593,4143,9533,4806,4374,9598,804,112
9847,5759,1499,699,8292,4426,1315,3274,2117,5062
3018,5286,752,4114,9252,7876,4725,237,501,7817
5666,3243,4761,2413,674,5889,6847,1903,7418,2972
1117,2215,3622,938,9071,6435,643,8603,4819,6821
8899,3867,7908,5336,7368,4914,7154,8220,9315,1234
2548,7439,9925,7068,1822,9191,8176,7906,2833,742
9347,523,3986,6065,7049,46,7603,6647,2691,6446
6595,6156,3230,2466,2896,8314,1925,1523,9489,9028
2536,6328,3255,1491,7922,6852,5075,4484,5752,9388
3335,7877,334,7326,9814,8134,6583,8002,7551,1639
2143,2472,19,5274,8806,2267,5441,5689,4820,8250
5470,4507,3279,6014,1670,7547,3208,321,9385,4607
3461,8861,3974,3153,224,5263,7774,5739,7537,3273
2767,6043,2410,736,5989,6939,3428,9704,2903,3972
642,4802,9558,2004,2009,3920,4180,3214,4302,2735
316,6634,2008,6878,2404,6834,4753,9591,9376,4828
3317,1535,124,3743,6836,5898,5903,9435,8068,8924
6338,6167,2018,4379,3142,1439,3977,9083,8357,6090
7960,6306,838,3711,2097,1650,9512,371,3412,4441
8975,2892,1133,4163,5956,5607,4851,217,290,9043
6165,5449,499,3599,6644,6280,6635,8819,2118,5893
1034,9411,8567,5958,3800,8307,4941,7263,4583,7783
5159,8805,716,3455,7194,767,6599,5868,551,5665
2600,7132,853,7481,2535,7625,3512,9325,653,6278
626,1463,4361,5740,5436,7191,4062,1824,2098,1725
9789,269,9081,9213,5283,7556,7587,5825,503,3101
5150,2446,4961,153,3029,1441,3276,3049,1998,5452
460,2495,4783,3446,5390,6275,8079,5368,4125,4785
2195,2330,3321,6209,7083,941,7163,9580,144,471
1462,1107,433,4246,3297,1120,949,8601,6246,5849
7713,4396,5370,6842,9186,1460,3491,6,7605,4948
2484,5949,313,9589,6207,6544,8790,5412,1018,1703
1858,7693,5780,8771,1266,8456,1021,7363,9147,6227
3542,8362,4106,9159,7454,948,6861,9492,7703,9103
9708,578,282,3857,5995,7130,2029,3050,3277,4346
6348,1831,2333,3334,2617,2849,2370,6116,6633,1444
8628,6208,7460,6096,5902,1627,8230,6669,5890,5296
365,9559,3030,8170,7640,8486,7015,72,5766,4203
6826,4272,6351,5662,3186,3612,7436,292,1909,3770
3812,7430,9054,4449,5516,348,9026,9491,1551,319
9737,6586,2066,7834,6078,831,129,2436,5617,5613
4709,8191,796,6317,4830,4417,3999,3604,8126,3725
9096,8059,4575,991,2111,333,1754,4010,7177,8212
5966,6186,6725,3875,1715,6967,2744,8787,1524,6719
7473,5721,6260,4419,1006,1212,6241,6347,6224,5090
4501,9741,7832,3822,103,669,8327,8520,3692,6045
6713,3833,7912,4315,4768,4937,4286,4629,5912,5240
9502,5938,5041,6523,1890,1213,8768,3600,3697,553
4123,4209,8518,151,4837,926,8962,8390,3509,7353
3337,4336,6803,2877,5006,6205,9317,818,7642,6833
6893,1356,1975,7930,7914,2239,5559,5099,3752,3164
9542,3777,858,3501,9557,5287,1267,3814,9262,51
2800,1314,2458,1689,6995,7230,157,158,7789,7664
8189,2366,4990,3964,4767,3922,6879,3333,8046,3980
9963,886,2839,3373,5073,8730,5698,1236,9218,3665
8752,9745,7623,2211,988,7596,9562,7665,4763,6181
9694,7307,8715,3197,7610,2434,3709,2054,125,5391
7477,8674,7988,627,4889,3563,1199,7300,2463,2159
2928,2980,1519,2933,2879,3945,1766,4811,8383,2551
2265,9156,3634,1745,7601,1177,1764,2636,8989,3695
6059,7685,7414,6943,4720,4735,1671,7292,3047,6784
1690,1423,9593,8576,7447,8463,2382,543,3629,3849
5293,2627,5307,8426,1772,874,8500,8757,981,507
6406,2936,7802,4372,7523,4492,9425,2102,6965,9715
538,4214,2263,5383,3549,9977,394,3010,5046,5782
7714,8062,889,4309,2345,3439,2661,3896,4589,213
5414,1714,8876,3116,6424,6192,6587,7494,8814,8380
4144,4665,7485,8188,2587,529,3481,1904,8308,1262
8429,8578,7779,9464,7488,4892,4884,5914,8839,692
6630,8954,2625,2787,8564,5232,3254,4054,5794,2950
9019,2875,3366,6021,3138,9350,3023,2840,4239,9939
903,7180,9498,1007,9053,5541,4677,5846,6960,9493
3823,5005,9427,4446,9061,9377,1619,2392,4258,6432
1947,3732,1290,943,4915,9987,2238,3717,6171,6388
3076,5162,5180,9466,5315,6250,5185,4232,2882,1279
8563,860,1016,4464,3935,5462,3128,4793,2727,5063
4633,7504,4085,1693,5828,329,9185,7707,9586,4445
1662,3682,9334,5630,186,168,2923,4680,2807,1829
4115,1468,6310,323,6969,8080,9648,7401,3882,1730
2067,9066,2828,4780,5384,9366,1224,498,2563,2421
9752,828,8392,7848,6287,4471,1085,9916,601,1834
4870,781,8517,6298,5303,8820,4103,3066,1322,4624
4466,5357,635,8664,3753,1757,3791,4109,6818,3879
1239,3641,3737,8902,2003,1350,3289,5959,9167,6579
7387,5525,3165,8478,3965,5013,1452,36,7296,3386
9671,3382,6815,5201,5027,9919,8303,415,9780,2281
312,4255,2457,256,9057,6256,1733,8800,8323,2906
9576,634,4514,7993,799,172,3947,138,8164,7497
7803,8495,2949,1115,5477,8813,6737,4566,3661,5210
9012,2851,7183,2163,3340,5496,3300,3219,477,3750
8918,6827,4984,6450,4007,9914,8686,7350,8568,7650
3472,3608,1872,7711,4058,8719,4337,8996,5021,8675
4294,7023,9014,3523,45,913,9242,5642,7579,2689
8009,7528,342,9813,6082,6953,805,3039,5016,3663
8934,3642,7472,1427,3820,1659,8606,6365,8192,2712
3628,7706,2069,1381,3314,2378,1051,5748,7219,9872
2927,1775,1802,1853,43,2133,3086,4009,8412,4110
3826,5864,4994,2453,1194,3060,7201,8988,721,2024
3215,9823,500,8236,875,254,7674,2412,9621,467
7566,4389,1889,8106,3378,8433,8151,9590,9534,675
1916,9084,343,504,7137,3145,3063,1168,4630,5122
6673,3401,2302,584,4089,3874,1628,1867,4531,7361
5808,5735,9714,5883,7722,8382,1731,8097,2764,7594
4130,1956,7164,127,5596,6564,3410,2000,1473,1677
3504,7756,5506,2206,5687,183,2397,1369,6721,2952
6177,3476,4363,7028,8622,7333,2533,3092,9999,1289
5373,3203,175,5247,7227,8484,7950,6170,6401,2203
2147,6353,2105,7205,4013,2772,6102,2031,7939,7552
44,865,7281,7254,8142,1367,1438,5430,4166,7525
3683,401,3158,8620,4039,2477,8100,7193,4479,162
8384,1963,8124,9525,2064,8208,3427,9055,1413,5870
1243,5926,765,1729,2739,2089,4437,2788,4497,2824
687,8922,8871,2309,6700,4187,325,7208,6547,2654
8914,3637,2357,4393,4732,5083,1990,6814,8404,8128
8140,9875,2271,8420,6882,2868,7830,5111,6232,4582
5408,2318,2166,7981,6151,632,6195,658,4683,7866
6525,6760,7045,4375,11,3085,6004,8137,2829,2072
7174,2151,8328,1724,6901,4235,5107,2075,5133,1053
6869,9115,7026,9942,3678,453,6451,2207,7529,8228
197,9528,8705,8036,1022,5312,9476,485,4871,3578
8858,1288,2120,2180,8843,8908,5008,3759,2984,1189
9514,391,6266,1712,7342,5585,1172,1546,7424,8700
2973,1134,3813,6138,7010,6301,5139,9583,5097,9876
7875,6106,2648,2891,3816,5945,8721,9451,6560,5611
5537,5205,7084,2430,4273,1592,2486,8860,7727,1783
5807,6629,3161,5744,2381,3265,3237,1496,9490,5229
7666,2919,8978,5503,6464,4525,6771,2711,5700,163
9500,3064,3117,6497,6639,1284,8997,2541,4140,3140
6029,2447,9006,8602,2375,4613,9164,6853,5432,1397
3886,4210,9343,2040,2454,4628,2115,5660,2251,4092
1504,7889,8163,843,6313,7383,362,4406,1981,4454
4651,7206,7413,3003,3956,6011,7117,8781,1057,5481
5580,5174,5859,3939,2408,377,9170,6730,555,8878
5482,4669,8269,6788,2254,9302,2387,7030,9661,3026
5655,6248,8336,4690,1362,769,9327,1818,849,8061
7907,2091,1334,4219,7855,9178,9881,4546,7328,8856
1564,1025,6801,9878,7223,8609,6416,1417,6736,6825
679,5448,4491,9161,78,807,6761,9806,8862,4269
3474,5791,2391,4026,5953,3114,8565,845,8926,1896
4177,4909,2905,8043,8599,1201,2959,7469,9265,2795
7151,9188,8300,2550,3758,6704,6708,5856,1179,6698
6473,9540,8815,969,6027,148,5974,8073,1912,4737
9223,1934,9952,7823,6196,7522,2095,9269,5544,3561
8116,5532,2085,2092,9250,5281,2394,2825,8372,9330
8829,7626,1668,4656,8461,6309,7545,5705,7785,5158
9602,4105,8744,8121,2464,104,6759,331,1285,5415
1617,6056,2311,6981,9832,7260,5723,5514,7257,4695
9612,1838,1873,8822,8492,2846,9137,1722,7052,944
9078,8723,9208,8441,68,5927,8772,6931,7408,1891
2396,8594,3574,1683,7461,6324,1341,7016,6675,1795
1765,2290,2618,5265,1253,8683,3621,9292,995,9506
1835,1038,6050,286,953,3014,5345,5599,3417,8178
4266,6926,609,5710,3921,4766,1870,9244,4052,2944
6720,3275,3864,2657,2490,1040,3220,2570,236,2403
8007,4136,9362,5143,1778,1268,9968,5226,8779,2965
8867,3528,9651,8001,1781,2045,7443,8003,8873,7211
9249,9291,317,4686,74,4702,1311,2664,2916,7508
8720,8391,1071,8510,7729,9707,2306,6462,4490,8435
606,3097,7869,4244,2844,6619,6404,6618,6799,3705
7989,7972,2666,9979,3217,8583,3881,3522,4355,8088
1,7380,8226,6216,8729,901,4902,14,4153,3212
2369,3527,795,1577,3467,6000,2763,957,5961,3082
9697,5806,3571,7715,4233,4131,8090,6145,2285,308
2561,1459,8592,9981,1343,8048,7630,7514,6505,8635
7809,7463,6524,819,447,912,239,759,7952,6483
1044,4543,9543,4890,7240,3198,8239,1797,5418,7005
9109,6085,8741,3259,650,3027,444,7671,1634,4397
5168,4894,6684,6979,7277,4242,6215,7805,9238,1684
3912,6302,4016,6925,3787,7641,3790,8219,9734,2201
1871,728,9355,3817,5245,782,9135,2096,1278,2998
7216,6477,5308,4290,6060,7486,3550,2847,3535,8375
577,7943,5142,1652,1487,1811,5531,8406,4588,2172
1481,243,1174,5555,5396,4997,3606,6699,2591,1860
8041,2798,586,6072,6924,883,8716,5474,4901,4560
9475,879,8912,5621,6899,8717,8186,8350,4996,8644
5814,2596,3442,2582,386,3949,7517,5324,6154,9665
8405,950,4323,7440,8148,1244,2465,9613,9308,1823
5667,320,7679,6637,9670,592,1651,545,4398,9225
479,4940,597,7676,3031,6031,436,6489,5398,5084
8398,7427,8238,748,1609,255,7044,4958,8724,2355
6479,3339,8467,3367,3364,4394,3206,3796,2624,2444
9587,296,5354,9573,8586,9470,8523,1186,4943,7843
8022,6458,2822,5534,8004,9867,8887,7574,2602,8442
7499,5493,3589,6793,2506,6193,7129,9552,2805,9505
3280,3588,7146,7615,9010,9838,7967,1926,6399,2131
5190,2527,1646,2754,3430,2679,4906,4402,2155,859
1936,5039,923,5730,1749,3654,1923,5397,2794,1469
9484,8453,1475,1706,3221,7931,3762,766,1387,2425
2187,9992,558,1641,8291,4705,2658,5306,3129,2720
3967,5434,4540,6565,8573,8994,2775,9266,5703,3069
9572,5057,7135,3936,6692,1999,4868,8712,2036,3689
5087,6993,9335,8232,772,5292,6383,3492,5473,2104
3480,920,4253,7580,9353,9090,7949,135,6019,9278
280,9682,4196,1808,3349,8214,3804,9904,8284,8533
8907,4190,383,6966,8629,9604,5359,4197,3196,178
8627,1717,1167,3127,3252,2925,8984,5381,9328,7373
4264,3083,7284,3602,2388,9076,4285,5327,3990,2335
2859,1103,1434,4164,8198,8789,8702,4639,4801,3332
7140,9111,9841,6037,1335,7192,3189,2863,7058,8624
6625,1422,9553,5012,8008,5770,1806,1648,2476,1785
1111,7012,8351,8662,8416,4345,4526,3447,486,4231
3422,9638,5067,5911,8454,3497,4712,8354,2418,1263
6898,8747,610,925,287,7202,8272,7844,6032,1854
2837,5722,4476,8401,954,6859,4930,3465,2158,3200
2473,8233,4280,9520,3971,147,4824,8443,8279,4869
5282,5948,6678,775,62,2917,5342,7375,8515,9321
8661,5056,9566,4809,1555,5566,4331,3487,5928,6409
6442,1562,5827,3485,4603,6897,2376,6198,1666,1964
678,2164,6999,8714,8076,661,9754,9095,3694,9637
894,161,2295,8451,7845,2491,2674,1411,3396,6282
4434,9784,2818,4558,3982,2778,1097,1510,7798,5933
4407,4861,1126,7868,6740,6588,683,5077,9870,8217
4925,4376,5160,4887,566,1185,1767,7225,3811,847
7721,1779,1825,1101,7811,9152,9196,95,9519,6515
4496,8109,4478,8696,3331,4348,7998,3756,9596,5869
1489,2400,6272,5515,5592,7991,6795,5459,1994,7379
2042,2291,880,9842,7854,6327,5161,2651,6798,3960
6148,3721,5188,3774,8731,9154,3616,3567,9477,4021
2843,5392,2974,3744,1529,7925,9437,934,140,7669
3728,7433,5065,464,4710,2802,940,4360,6622,3903
6714,684,3831,2665,7256,4343,3805,7799,1789,6015
7709,4327,5151,7412,7838,489,3084,375,2432,717
4792,6787,9382,341,5649,8196,6267,2725,3437,5944
6532,2866,8095,7651,3017,8087,5692,8155,631,2393
8333,4926,4859,1323,7839,7942,3299,7859,5681,878
8982,3235,6443,8319,3495,7348,5919,7827,4053,5834
6108,9890,2390,6816,54,2181,686,3610,1009,6494
1419,3387,8825,7849,2887,2356,5952,9446,4459,3583
165,5294,3065,3234,7575,5638,3112,437,1697,66
7178,5913,1079,1567,9468,3667,5257,5268,184,5467
7540,4946,6689,7726,7316,9172,3685,1401,815,4659
985,4795,5900,7053,2340,3091,8260,3845,5278,4019
6129,4161,8034,4395,4840,2020,3781,7462,347,5136
605,1029,130,452,1966,5558,6035,6974,3824,9630
3937,7416,557,5670,5189,5332,4129,4212,9642,6159
297,9040,7879,3406,2685,5238,9627,5497,7690,6407
2719,9392,2603,1365,3940,6239,9751,9488,4236,951
7797,3961,4027,9705,1527,9165,5439,2599,9618,7978
2532,1552,9770,2856,4238,8169,9486,8937,9272,4878
1467,6569,5479,7079,9826,3806,7718,9588,3199,7561
211,3285,6481,1556,4265,1600,5993,3624,2721,9000
2074,4959,4565,9093,3229,4794,6325,2768,8123,842
2929,8071,2225,5425,5934,9568,9808,6475,33,8365
713,5699,548,4038,2702,2751,25,1048,248,2493
1973,6447,6173,1000,8613,527,2683,2094,8634,2520
1248,7050,7293,283,3190,9905,6492,906,6449,2576
2804,5314,8215,749,4981,106,3416,9761,6527,9756
5148,6140,1876,9894,7168,2013,5182,414,6273,9199
8306,8039,5262,5402,5002,7493,7331,999,4274,5341
1313,7905,6865,6320,2435,4853,1256,5888,7453,3046
9097,6956,1282,9276,888,9945,5684,1940,4228,6092
6662,5028,2317,4980,9226,9074,4844,8654,9003,8057
4668,3498,9782,2982,3681,8293,745,1320,6467,1827
3701,4879,1815,1971,6104,35,5878,6528,6183,4483
7751,5830,6264,3425,4601,9742,3723,128,2274,5367
933,4254,8282,6263,1682,4453,9038,7187,1096,150
3997,346,2812,9301,1560,1597,1727,6160,885,7116
4429,963,4652,207,7033,4120,6876,8197,3167,382
1216,2586,5356,9846,9211,8160,2915,8961,1819,1067
5460,3930,6052,5113,9481,834,921,4816,2667,1792
7622,6572,5572,5839,4578,8930,2853,6484,3838,6606
7253,2083,6146,4576,3400,9994,361,868,3298,3691
9483,8915,212,1698,9954,5200,7769,7692,7247,4382
608,4731,378,7054,6429,1010,2870,4968,5092,1917
9173,3459,2016,9001,2512,3008,8494,2498,8053,8796
1750,1877,5096,7487,8810,5815,1273,3045,6288,9893
1613,5625,7009,4798,5001,476,2668,6053,2638,9515
2321,978,8165,7682,5512,281,1517,205,9058,3841
8669,8422,1735,2955,7538,4799,7286,5610,6988,6597
7448,8692,1378,9206,2904,6465,4644,206,2771,4538
9848,3156,9319,2433,6437,9228,4974,1340,4774,8559
5824,9729,4349,6665,9793,1488,8144,2741,8464,2071
5583,5795,3394,8617,1584,5053,8524,53,5695,3514
8187,5629,2517,8111,3482,5575,8541,6855,8782,7498
2782,6688,4428,9230,4176,9639,8597,6601,461,9634
9771,7970,1976,959,1984,2028,9045,416,6584,7313
8194,196,7507,2723,5100,9601,4188,9307,1637,3253
8509,2678,3687,3513,4018,9620,5389,8439,1716,7732
9241,1165,2284,3773,2244,1205,560,7161,5125,6765
5623,1526,9799,6755,3309,4493,9964,9042,3521,7167
4615,6768,7065,406,6546,930,4568,4635,680,131
2610,4324,474,3413,335,6398,2544,4770,234,2492
2250,2379,266,9930,3496,6440,5154,7271,2780,7
6225,9763,4411,6058,5086,1814,6392,7330,5587,5214
7420,2257,6722,2951,3242,6754,8593,5564,9786,9940
4108,6132,7633,5524,820,4826,8525,869,7038,2050
1612,7324,4528,1709,3792,2062,4275,9928,567,2797
8370,4448,1336,5862,9527,6986,3071,6157,9396,203
7295,3952,9487,1782,1338,4585,8092,9889,2214,475
4206,4354,257,6046,2662,5105,2524,5043,5213,7831
9094,6679,2644,8516,5963,8865,5528,7708,870,1734
9924,777,7250,793,6218,3374,8042,1032,4606,8505
216,4400,8983,1675,9011,7629,7951,6860,5677,2796
3154,9183,7389,1702,3740,1587,2814,9313,7822,7290
8496,1173,9099,1251,2745,1921,1398,4112,8928,7106
1451,9151,2312,7604,3435,8733,9387,4977,1484,6820
2150,6517,6819,8025,5103,3597,4439,9812,3194,4898
3751,5374,303,4714,2112,1599,7592,7321,8266,6783
440,8746,9592,2226,3508,6521,1593,4020,8064,1656
9740,5659,7405,324,1493,5118,9399,2048,5328,4776
3171,6439,4929,3943,6274,4771,9440,7356,270,3710
83,8884,4175,8347,6830,6036,9303,9622,7134,6079
5947,326,8102,971,6498,4625,8753,193,9473,6123
7073,4371,872,6474,3708,621,9051,6840,9824,4962
6255,4513,637,4858,3088,7210,2461,1454,3345,8701
5179,4283,1874,4564,4733,3995,3370,862,6985,8203
9146,3395,7816,8125,2776,9369,9668,5539,7004,7569
64,6242,8888,1540,4545,7897,7742,972,4972,1060
9469,2883,1616,6509,8851,7029,9031,9340,6252,7919
806,435,4390,3377,1399,6431,2963,7687,9579,9951
778,8469,2365,9290,5128,3631,1182,9611,9960,7850
6087,1933,6845,565,7111,4954,7720,3383,7806,182
6101,2068,2399,6153,3765,1332,4333,617,8560,2017
3109,2605,5387,6655,8544,8444,7533,8553,30,5219
1407,9047,6874,490,3572,2608,1547,7916,693,149
8054,8432,3499,2182,5792,8833,5822,6905,9695,1820
8227,2581,6496,9401,3778,9913,8507,3617,12,5586
5417,532,7826,1622,7702,785,376,3264,9456,1618
2809,4719,5172,5376,6907,6088,7266,5319,7072,1603
7332,6616,7704,1777,7795,2623,2511,8558,4542,2518
7000,5361,4151,9753,559,496,3830,2325,4424,5983
5809,7385,9322,672,5775,6807,554,7403,9973,4117
9132,1763,6130,1372,7842,3449,1498,39,6335,8821
4855,8995,5975,6963,3081,3225,9,7080,6701,1319
3176,2746,4738,5831,3228,8075,3775,6428,3973,5579
